bank_txn_id,transaction_date,value_date,amount,credit_amount,debit_amount,description,reference,utr,transaction_type,currency,balance
BNK_TXN00206,2026-08-21,2026-08-21,31772.58,31772.58,0.0,DIRECT WIRE - ACME TECHNOLOGIES - 873207 UTR UTR7150970643,REF-873207,UTR7150970643,CREDIT,INR,520025.19
BNK_BATCH_BATCH011,2026-08-08,2026-08-08,20808.89,20808.89,0.0,RAZORPAY PAYOUT BATCH - 4 TXNS - REF 856157 UTR UTR2343100352,BATCH-856157,UTR2343100352,CREDIT,INR,4016494.39
BNK_TXN00106,2026-08-04,2026-08-04,87099.92,87099.92,0.0,NEFT CR - VORTEX MANUFACTURING - REF 940181 UTR UTR7560389844,REF-940181,UTR7560389844,CREDIT,INR,1782783.56
BNK_TXN00173,2026-08-26,2026-08-26,14253.7,14253.7,0.0,UPI/CMS SETTLEMENT - Silverline Chem - 682851 UTR UTR9851745648,682851,UTR9851745648,CREDIT,INR,1171479.24
BNK_TXN00076,2026-08-17,2026-08-17,67380.71,67380.71,0.0,NEFT CR - INNOVATE DIGITAL LABS - REF 332120 UTR UTR9697414638,REF-332120,UTR9697414638,CREDIT,INR,704060.65
BNK_TXN00063,2026-08-05,2026-08-05,25975.38,25975.38,0.0,NEFT CR - INNOVATE DIGITAL LABS - REF 632929 UTR UTR5916199809,REF-632929,UTR5916199809,CREDIT,INR,4192472.63
BNK_TXN00009,2026-08-06,2026-08-06,9562.81,9562.81,0.0,NEFT CR - METRO MOBILITY CABS - REF 887352 UTR UTR9639245200,REF-887352,UTR9639245200,CREDIT,INR,514603.92
BNK_TXN00039,2026-08-12,2026-08-12,4171.44,4171.44,0.0,NEFT CR - QUANTUM CLOUD SYSTEMS - REF 584125 UTR UTR1116402431,REF-584125,UTR1116402431,CREDIT,INR,3925533.69
BNK_BATCH_BATCH003,2026-08-17,2026-08-17,23302.75,23302.75,0.0,RAZORPAY PAYOUT BATCH - 4 TXNS - REF 852524 UTR UTR2830154607,BATCH-852524,UTR2830154607,CREDIT,INR,3535054.08
BNK_TXN00072,2026-08-12,2026-08-12,65028.75,65028.75,0.0,NEFT CR - PARAMOUNT CONSULTING GROUP - REF 913423 UTR UTR5181592277,REF-913423,UTR5181592277,CREDIT,INR,3327116.47
BNK_TXN00071,2026-08-11,2026-08-11,4677.11,4677.11,0.0,NEFT CR - BLUEWAVE MARITIME - REF 699704 UTR UTR3075362821,REF-699704,UTR3075362821,CREDIT,INR,3046680.58
BNK_TXN00048,2026-08-20,2026-08-20,6512.4,6512.4,0.0,NEFT CR - AEGIS SECURITY SOLUTIONS - REF 680358 UTR UTR6339955011,REF-680358,UTR6339955011,CREDIT,INR,1879803.46
BNK_TXN00055,2026-08-09,2026-08-09,9657.28,9657.28,0.0,NEFT CR - SUMMIT TELECOM - REF 220351 UTR UTR9263135031,REF-220351,UTR9263135031,CREDIT,INR,4066828.55
BNK_TXN00091,2026-08-21,2026-08-21,4498.34,4498.34,0.0,NEFT CR - ZENITH FINANCIAL SERVICES - REF 461939 UTR UTR2173242669,REF-461939,UTR2173242669,CREDIT,INR,2278685.28
BNK_TXN00203,2026-08-16,2026-08-16,7229.61,7229.61,0.0,NEFT CR - VORTEX MANUFACTURING - REF 646428 UTR UTR6768427475,REF-646428,UTR6768427475,CREDIT,INR,1935092.63
BNK_TXN00110,2026-08-04,2026-08-04,66335.54,66335.54,0.0,NEFT CR - HORIZON HEALTHCARE - REF 540218 UTR UTR2293434554,REF-540218,UTR2293434554,CREDIT,INR,3733449.48
BNK_TXN00098,2026-08-13,2026-08-13,1020.64,1020.64,0.0,NEFT CR - APEX GLOBAL LOGISTICS - REF 425486 UTR UTR5536224717,REF-425486,UTR5536224717,CREDIT,INR,2582202.47
BNK_TXN00201,2026-08-18,2026-08-18,4151.37,4151.37,0.0,NEFT CR - SUMMIT TELECOM - REF 211090 UTR UTR8527715219,REF-211090,UTR8527715219,CREDIT,INR,2506003.48
BNK_TXN00155,2026-08-05,2026-08-05,140560.8,140560.8,0.0,UPI/CMS SETTLEMENT - Quantum Cloud Systems India - 700383 UTR UTR8907752604,700383,UTR8907752604,CREDIT,INR,3607251.17
BNK_TXN00210,2026-08-17,2026-08-17,6477.5,6477.5,0.0,NEFT CR - INNOVATE DIGITAL LABS - REF 244564 UTR UTR6963404324,REF-244564,UTR6963404324,CREDIT,INR,2997106.59
BNK_TXN00111,2026-08-04,2026-08-04,9894.23,9894.23,0.0,NEFT CR - HORIZON HEALTHCARE - REF 698384 UTR UTR2843567009,REF-698384,UTR2843567009,CREDIT,INR,4429991.47
BNK_TXN00174,2026-08-06,2026-08-06,81520.58,81520.58,0.0,UPI/CMS SETTLEMENT - Horizon Health Pvt Ltd - 999197 UTR UTR7605351600,999197,UTR7605351600,CREDIT,INR,1592863.32
BNK_TXN00044,2026-08-16,2026-08-16,5615.99,5615.99,0.0,NEFT CR - AEGIS SECURITY SOLUTIONS - REF 210665 UTR UTR2465576748,REF-210665,UTR2465576748,CREDIT,INR,3271605.59
BNK_TXN00207,2026-08-08,2026-08-08,13143.7,13143.7,0.0,DIRECT WIRE - APEX GLOBAL LOGISTICS - 705393 UTR UTR6178804925,REF-705393,UTR6178804925,CREDIT,INR,1386834.24
BNK_TXN00222,2026-08-14,2026-08-14,57050.77,0.0,57050.77,REVERSAL/REFUND - VORTEX MANUFACTURING - 550513 UTR UTR7590302909,REF-550513,UTR7590302909,DEBIT,INR,2962897.41
BNK_TXN00220,2026-08-06,2026-08-06,12021.68,0.0,12021.68,REVERSAL/REFUND - BLUEWAVE MARITIME - 573947 UTR UTR7991402837,REF-573947,UTR7991402837,DEBIT,INR,3874110.72
BNK_TXN00229,2026-08-18,2026-08-18,9925.29,0.0,9925.29,REVERSAL/REFUND - CRESTVIEW REAL ESTATE - 690653 UTR UTR1613549255,REF-690653,UTR1613549255,DEBIT,INR,3326360.17
BNK_TXN00085,2026-08-13,2026-08-13,40585.64,40585.64,0.0,NEFT CR - BLUEWAVE MARITIME - REF 536196 UTR UTR7072283057,REF-536196,UTR7072283057,CREDIT,INR,802099.89
BNK_TXN00216,2026-08-24,2026-08-24,10805.93,0.0,10805.93,REVERSAL/REFUND - SILVERLINE CHEMICALS - 822608 UTR UTR2017675569,REF-822608,UTR2017675569,DEBIT,INR,3272680.4
BNK_TXN00033,2026-08-15,2026-08-15,20690.3,20690.3,0.0,NEFT CR - AEGIS SECURITY SOLUTIONS - REF 740967 UTR UTR1104906255,REF-740967,UTR1104906255,CREDIT,INR,1597929.98
BNK_BATCH_BATCH002,2026-08-13,2026-08-13,15539.28,15539.28,0.0,RAZORPAY PAYOUT BATCH - 3 TXNS - REF 879414 UTR UTR9403012103,BATCH-879414,UTR9403012103,CREDIT,INR,3145470.99
BNK_TXN00193_B,2026-08-05,2026-08-05,5978.59,5978.59,0.0,NEFT CR - BLUEWAVE MARITIME - REF 112940 DUP2 UTR UTR8664105957,REF-112940-2,UTR8664105957,CREDIT,INR,1263123.16
BNK_TXN00017,2026-08-17,2026-08-17,201217.71,201217.71,0.0,NEFT CR - BLUEWAVE MARITIME - REF 102260 UTR UTR4875962612,REF-102260,UTR4875962612,CREDIT,INR,1354540.4
BNK_TXN00006,2026-08-14,2026-08-14,81459.97,81459.97,0.0,NEFT CR - NEXUS RETAIL SOLUTIONS - REF 340174 UTR UTR3392080953,REF-340174,UTR3392080953,CREDIT,INR,1456819.45
BNK_TXN00020,2026-08-04,2026-08-04,52592.9,52592.9,0.0,NEFT CR - QUANTUM CLOUD SYSTEMS - REF 804318 UTR UTR6320115677,REF-804318,UTR6320115677,CREDIT,INR,2919354.82
BNK_TXN00204,2026-08-07,2026-08-07,2036.53,2036.53,0.0,NEFT CR - ACME TECHNOLOGIES - REF 990429 UTR UTR4052772528,REF-990429,UTR4052772528,CREDIT,INR,2821972.56
BNK_TXN00178,2026-08-10,2026-08-10,7790.95,7790.95,0.0,NEFT CR - TITANIUM INFRASTRUCTURE - REF 428122 UTR UTR4927019611,REF-428122,UTR4927019611,CREDIT,INR,1673483.49
BNK_TXN00177,2026-08-17,2026-08-17,11970.69,11970.69,0.0,NEFT CR - PARAMOUNT CONSULTING GROUP - REF 374267 UTR UTR8081204252,REF-374267,UTR8081204252,CREDIT,INR,3927330.36
BNK_TXN00022,2026-08-12,2026-08-12,9051.26,9051.26,0.0,NEFT CR - METRO MOBILITY CABS - REF 262998 UTR UTR2135872495,REF-262998,UTR2135872495,CREDIT,INR,4574014.21
BNK_TXN00191_A,2026-08-07,2026-08-07,11586.36,11586.36,0.0,NEFT CR - SOLARIS ENERGY CORP - REF 261712 DUP1 UTR UTR2632399901,REF-261712-1,UTR2632399901,CREDIT,INR,1925052.03
BNK_TXN00189_A,2026-08-16,2026-08-16,118611.68,118611.68,0.0,NEFT CR - CRESTVIEW REAL ESTATE - REF 881667 DUP1 UTR UTR6719736115,REF-881667-1,UTR6719736115,CREDIT,INR,4274035.96
BNK_TXN00096,2026-08-12,2026-08-12,11477.88,11477.88,0.0,NEFT CR - CRESTVIEW REAL ESTATE - REF 634723 UTR UTR9917981516,REF-634723,UTR9917981516,CREDIT,INR,1651857.0
BNK_TXN00103,2026-08-04,2026-08-04,2435.83,2435.83,0.0,NEFT CR - AEGIS SECURITY SOLUTIONS - REF 301332 UTR UTR5085241101,REF-301332,UTR5085241101,CREDIT,INR,4443767.48
BNK_TXN00051,2026-08-16,2026-08-16,1215.58,1215.58,0.0,NEFT CR - OMNI RETAIL VENTURES - REF 457256 UTR UTR6516195409,REF-457256,UTR6516195409,CREDIT,INR,833369.77
BNK_TXN00034,2026-08-18,2026-08-18,14050.89,14050.89,0.0,NEFT CR - SUMMIT TELECOM - REF 329471 UTR UTR3953315788,REF-329471,UTR3953315788,CREDIT,INR,2554078.21
BNK_TXN00057,2026-08-02,2026-08-02,62384.07,62384.07,0.0,NEFT CR - HORIZON HEALTHCARE - REF 807053 UTR UTR2075321966,REF-807053,UTR2075321966,CREDIT,INR,2835337.28
BNK_TXN00016,2026-08-03,2026-08-03,424158.93,424158.93,0.0,NEFT CR - NEXUS RETAIL SOLUTIONS - REF 783823 UTR UTR5618742930,REF-783823,UTR5618742930,CREDIT,INR,2666112.88
BNK_TXN00004,2026-08-03,2026-08-03,78806.03,78806.03,0.0,NEFT CR - APEX GLOBAL LOGISTICS - REF 148050 UTR UTR8995970241,REF-148050,UTR8995970241,CREDIT,INR,2540346.36
BNK_TXN00032,2026-08-11,2026-08-11,9449.25,9449.25,0.0,NEFT CR - APEX GLOBAL LOGISTICS - REF 397571 UTR UTR7490442894,REF-397571,UTR7490442894,CREDIT,INR,4129533.03
BNK_TXN00036,2026-08-13,2026-08-13,2623.63,2623.63,0.0,NEFT CR - PINNACLE FOOD PRODUCTS - REF 666390 UTR UTR6302109556,REF-666390,UTR6302109556,CREDIT,INR,2334197.16
BNK_TXN00027,2026-08-10,2026-08-10,47716.29,47716.29,0.0,NEFT CR - HORIZON HEALTHCARE - REF 124813 UTR UTR6796738787,REF-124813,UTR6796738787,CREDIT,INR,3557831.53
BNK_TXN00236,2026-08-08,2026-08-08,60700.71,0.0,60700.71,REVERSAL/REFUND - BLUEWAVE MARITIME - 186431 UTR UTR7079234115,REF-186431,UTR7079234115,DEBIT,INR,1894580.99
BNK_TXN00025,2026-08-14,2026-08-14,88023.87,88023.87,0.0,NEFT CR - ZENITH FINANCIAL SERVICES - REF 470858 UTR UTR2536778950,REF-470858,UTR2536778950,CREDIT,INR,4466372.92
BNK_TXN00214,2026-08-21,2026-08-21,2156.0,0.0,2156.0,REVERSAL/REFUND - METRO MOBILITY CABS - 635618 UTR UTR8584566722,REF-635618,UTR8584566722,DEBIT,INR,4201749.18
BNK_TXN00168,2026-08-05,2026-08-05,1390.9,1390.9,0.0,UPI/CMS SETTLEMENT - Vortex Mfg Pvt Ltd - 544278 UTR UTR9602885936,544278,UTR9602885936,CREDIT,INR,1309915.97
BNK_TXN00170,2026-08-17,2026-08-17,10668.98,10668.98,0.0,UPI/CMS SETTLEMENT - Horizon Health Services Ltd - 412856 UTR UTR3271361431,412856,UTR3271361431,CREDIT,INR,1198046.18
BNK_TXN00238,2026-08-28,2026-08-28,6639.53,6639.53,0.0,NEFT CR - NEXUS RETAIL SOLUTIONS - REF 356355 UTR UTR4635552887,REF-356355,UTR4635552887,CREDIT,INR,1891805.29
BNK_TXN00104,2026-08-07,2026-08-07,66495.71,66495.71,0.0,NEFT CR - STARLIGHT MEDIA WORKS - REF 971728 UTR UTR2617999521,REF-971728,UTR2617999521,CREDIT,INR,3543633.15
BNK_TXN00008,2026-08-15,2026-08-15,2753.2,2753.2,0.0,NEFT CR - NEXUS RETAIL SOLUTIONS - REF 214975 UTR UTR7483366056,REF-214975,UTR7483366056,CREDIT,INR,2881014.55
BNK_TXN00045,2026-08-09,2026-08-09,36921.22,36921.22,0.0,NEFT CR - SUMMIT TELECOM - REF 965845 UTR UTR8622026979,REF-965845,UTR8622026979,CREDIT,INR,3877143.27
BNK_TXN00067,2026-08-22,2026-08-22,1456.89,1456.89,0.0,NEFT CR - AEGIS SECURITY SOLUTIONS - REF 667296 UTR UTR7586857685,REF-667296,UTR7586857685,CREDIT,INR,4902519.78
BNK_TXN00077,2026-08-19,2026-08-19,6910.79,6910.79,0.0,NEFT CR - HORIZON HEALTHCARE - REF 663658 UTR UTR3115806625,REF-663658,UTR3115806625,CREDIT,INR,4251618.87
BNK_TXN00195_A,2026-08-13,2026-08-13,13921.45,13921.45,0.0,NEFT CR - ZENITH FINANCIAL SERVICES - REF 242071 DUP1 UTR UTR7979466538,REF-242071-1,UTR7979466538,CREDIT,INR,4118344.08
BNK_TXN00013,2026-08-10,2026-08-10,20526.73,20526.73,0.0,NEFT CR - APEX GLOBAL LOGISTICS - REF 132938 UTR UTR3710566582,REF-132938,UTR3710566582,CREDIT,INR,3755086.55
BNK_TXN00159,2026-08-23,2026-08-23,58719.26,58719.26,0.0,UPI/CMS SETTLEMENT - ZENITH FINANCIAL - 153231 UTR UTR2166605339,153231,UTR2166605339,CREDIT,INR,3728111.25
BNK_TXN00102,2026-08-06,2026-08-06,11696.4,11696.4,0.0,NEFT CR - PARAMOUNT CONSULTING GROUP - REF 686072 UTR UTR2683446724,REF-686072,UTR2683446724,CREDIT,INR,2131689.51
BNK_TXN00242,2026-08-09,2026-08-09,29184.92,0.0,29184.92,REVERSAL/REFUND - NEXUS RETAIL SOLUTIONS - 623879 UTR UTR7488758768,REF-623879,UTR7488758768,DEBIT,INR,4524207.89
BNK_TXN00064,2026-08-20,2026-08-20,5374.39,5374.39,0.0,NEFT CR - QUANTUM CLOUD SYSTEMS - REF 568238 UTR UTR8413332538,REF-568238,UTR8413332538,CREDIT,INR,4913485.84
BNK_TXN00199_B,2026-08-21,2026-08-21,8953.63,8953.63,0.0,NEFT CR - BLUEWAVE MARITIME - REF 177558 DUP2 UTR UTR8366884200,REF-177558-2,UTR8366884200,CREDIT,INR,4655730.89
BNK_TXN00232,2026-08-20,2026-08-20,87334.4,87334.4,0.0,NEFT CR - ACME TECHNOLOGIES - REF 989079 UTR UTR7904559790,REF-989079,UTR7904559790,CREDIT,INR,1348909.35
BNK_TXN00038,2026-08-09,2026-08-09,81030.25,81030.25,0.0,NEFT CR - METRO MOBILITY CABS - REF 883826 UTR UTR8531118333,REF-883826,UTR8531118333,CREDIT,INR,2685388.97
BNK_TXN00084,2026-08-14,2026-08-14,7645.69,7645.69,0.0,NEFT CR - INNOVATE DIGITAL LABS - REF 656329 UTR UTR8353640266,REF-656329,UTR8353640266,CREDIT,INR,2531997.12
BNK_TXN00056,2026-08-11,2026-08-11,6186.83,6186.83,0.0,NEFT CR - OMNI RETAIL VENTURES - REF 822131 UTR UTR6534540349,REF-822131,UTR6534540349,CREDIT,INR,4502403.0
BNK_TXN00011,2026-08-16,2026-08-16,131092.81,131092.81,0.0,NEFT CR - HORIZON HEALTHCARE - REF 694916 UTR UTR2320763135,REF-694916,UTR2320763135,CREDIT,INR,4760819.06
BNK_TXN00182,2026-08-04,2026-08-04,6400.93,6400.93,0.0,NEFT CR - QUANTUM CLOUD SYSTEMS - REF 109585 UTR UTR1993998848,REF-109585,UTR1993998848,CREDIT,INR,570792.95
BNK_TXN00197_B,2026-08-21,2026-08-21,44940.09,44940.09,0.0,NEFT CR - SOLARIS ENERGY CORP - REF 956156 DUP2 UTR UTR6694638039,REF-956156-2,UTR6694638039,CREDIT,INR,2955330.88
BNK_TXN00198_B,2026-08-16,2026-08-16,82615.23,82615.23,0.0,NEFT CR - PARAMOUNT CONSULTING GROUP - REF 971662 DUP2 UTR UTR6195400294,REF-971662-2,UTR6195400294,CREDIT,INR,1862746.89
BNK_TXN00078,2026-08-13,2026-08-13,13945.97,13945.97,0.0,NEFT CR - TITANIUM INFRASTRUCTURE - REF 327823 UTR UTR9381721143,REF-327823,UTR9381721143,CREDIT,INR,2291628.39
BNK_TXN00196_A,2026-08-15,2026-08-15,4936.35,4936.35,0.0,NEFT CR - INNOVATE DIGITAL LABS - REF 829066 DUP1 UTR UTR3552898167,REF-829066-1,UTR3552898167,CREDIT,INR,1811516.68
BNK_TXN00041,2026-08-09,2026-08-09,2107.71,2107.71,0.0,NEFT CR - HORIZON HEALTHCARE - REF 232352 UTR UTR4604460472,REF-232352,UTR4604460472,CREDIT,INR,3226517.12
BNK_TXN00024,2026-08-14,2026-08-14,8310.74,8310.74,0.0,NEFT CR - NEXUS RETAIL SOLUTIONS - REF 975136 UTR UTR4882343658,REF-975136,UTR4882343658,CREDIT,INR,4545416.7
BNK_TXN00245,2026-08-30,2026-08-30,5766.35,5766.35,0.0,NEFT CR - SOLARIS ENERGY CORP - REF 966120 UTR UTR8388580360,REF-966120,UTR8388580360,CREDIT,INR,1307049.58
BNK_TXN00068,2026-08-12,2026-08-12,898.04,898.04,0.0,NEFT CR - STARLIGHT MEDIA WORKS - REF 827712 UTR UTR4747699292,REF-827712,UTR4747699292,CREDIT,INR,2438090.55
BNK_BATCH_BATCH007,2026-08-07,2026-08-07,13496.96,13496.96,0.0,RAZORPAY PAYOUT BATCH - 3 TXNS - REF 963333 UTR UTR3469178881,BATCH-963333,UTR3469178881,CREDIT,INR,3258625.26
BNK_TXN00079,2026-08-02,2026-08-02,9542.02,9542.02,0.0,NEFT CR - APEX GLOBAL LOGISTICS - REF 794963 UTR UTR5158416864,REF-794963,UTR5158416864,CREDIT,INR,4041401.45
BNK_TXN00251,2026-08-26,2026-08-26,12535.27,12535.27,0.0,NEFT CR - QUANTUM CLOUD SYSTEMS - REF 348273 UTR UTR5562470175,REF-348273,UTR5562470175,CREDIT,INR,1931259.74
BNK_TXN00054,2026-08-03,2026-08-03,53645.92,53645.92,0.0,NEFT CR - SUMMIT TELECOM - REF 572387 UTR UTR1322401182,REF-572387,UTR1322401182,CREDIT,INR,820308.92
BNK_TXN00217,2026-08-24,2026-08-24,8115.98,8115.98,0.0,NEFT CR - TITANIUM INFRASTRUCTURE - REF 658136 UTR UTR9844874547,REF-658136,UTR9844874547,CREDIT,INR,1801999.6
BNK_TXN00092,2026-08-11,2026-08-11,78066.78,78066.78,0.0,NEFT CR - PARAMOUNT CONSULTING GROUP - REF 321494 UTR UTR1235286733,REF-321494,UTR1235286733,CREDIT,INR,3861563.56
BNK_TXN00165,2026-08-24,2026-08-24,6929.7,6929.7,0.0,UPI/CMS SETTLEMENT - INNOVATE DIGITAL - 240057 UTR UTR6562144159,240057,UTR6562144159,CREDIT,INR,3928368.29
BNK_TXN00031,2026-08-09,2026-08-09,39865.79,39865.79,0.0,NEFT CR - BLUEWAVE MARITIME - REF 674553 UTR UTR4877520294,REF-674553,UTR4877520294,CREDIT,INR,2489719.1
BNK_TXN00105,2026-08-17,2026-08-17,4869.58,4869.58,0.0,NEFT CR - OMNI RETAIL VENTURES - REF 345369 UTR UTR9459318641,REF-345369,UTR9459318641,CREDIT,INR,3962473.48
BNK_TXN00081,2026-08-03,2026-08-03,2955.14,2955.14,0.0,NEFT CR - HORIZON HEALTHCARE - REF 717457 UTR UTR1566090561,REF-717457,UTR1566090561,CREDIT,INR,2643106.84
BNK_BATCH_BATCH008,2026-08-05,2026-08-05,24774.25,24774.25,0.0,RAZORPAY PAYOUT BATCH - 4 TXNS - REF 336422 UTR UTR9138644862,BATCH-336422,UTR9138644862,CREDIT,INR,5326758.98
BNK_BATCH_BATCH004,2026-08-17,2026-08-17,22675.91,22675.91,0.0,RAZORPAY PAYOUT BATCH - 4 TXNS - REF 133958 UTR UTR3598862507,BATCH-133958,UTR3598862507,CREDIT,INR,5857864.49
