invoice_id,order_id,invoice_date,due_date,customer_name,customer_id,customer_email,amount,tax_amount,currency,invoice_reference,status
INV_TXN00247,ORD_310418,2026-08-16,2026-09-15,Innovate Digital Labs,CUST_9954,billing@innovatedigitallabs.com,9079.52,1634.31,INR,INV-354367,ISSUED
INV_TXN00053,ORD_564226,2026-08-21,2026-09-20,Innovate Digital Labs,CUST_1986,billing@innovatedigitallabs.com,11559.69,2080.74,INR,INV-876039,PAID
INV_TXN00058,ORD_563711,2026-08-03,2026-09-02,Silverline Chemicals,CUST_3973,billing@silverlinechemicals.com,56796.69,10223.4,INR,INV-557058,PAID
INV_TXN00243,ORD_806866,2026-08-01,2026-08-31,Horizon Healthcare,CUST_1753,billing@horizonhealthcare.com,1138.55,204.94,INR,INV-876764,ISSUED
INV_TXN00057,ORD_870214,2026-08-01,2026-08-31,Horizon Healthcare,CUST_2496,billing@horizonhealthcare.com,63891.92,11500.55,INR,INV-807053,PAID
INV_TXN00239,ORD_877722,2026-08-16,2026-09-15,Acme Technologies,CUST_9568,billing@acmetechnologies.com,664.58,119.62,INR,INV-842287,CANCELLED
INV_TXN00147,ORD_325595,2026-08-07,2026-09-06,Nexus Retail Solutions,CUST_6781,accounts@nexusretailsolutions.com,1454.86,261.87,INR,INV-711680,PAID
INV_TXN00178,ORD_435788,2026-08-08,2026-09-07,Titanium Infrastructure,CUST_3390,finance@titaniuminfrastructure.com,8656.61,1558.19,INR,INV-428122,PAID
INV_TXN00206,ORD_789237,2026-08-19,2026-09-18,Acme Technologies,CUST_7370,billing@acmetechnologies.com,31772.58,5719.06,INR,INV-873207,PAID
INV_TXN00099,ORD_681242,2026-08-02,2026-09-01,Pinnacle Food Products,CUST_4084,billing@pinnaclefoodproducts.com,2687.49,483.75,INR,INV-734394,PAID
INV_TXN00236,ORD_847245,2026-08-05,2026-09-04,BlueWave Maritime,CUST_2369,billing@bluewavemaritime.com,60700.71,10926.13,INR,INV-186431,CANCELLED
INV_TXN00073,ORD_757937,2026-08-03,2026-09-02,Omni Retail Ventures,CUST_6061,billing@omniretailventures.com,11119.22,2001.46,INR,INV-134985,PAID
INV_TXN00024,ORD_217308,2026-08-14,2026-09-13,Nexus Retail Solutions,CUST_9938,billing@nexusretailsolutions.com,8511.61,1532.09,INR,INV-975136,PAID
INV_TXN00067,ORD_826353,2026-08-21,2026-09-20,Aegis Security Solutions,CUST_6188,billing@aegissecuritysolutions.com,1492.1,268.58,INR,INV-667296,PAID
INV_TXN00042,ORD_884256,2026-08-19,2026-09-18,Paramount Consulting Group,CUST_3683,billing@paramountconsultinggroup.com,13968.86,2514.39,INR,INV-213349,PAID
INV_TXN00089,ORD_520252,2026-08-15,2026-09-14,Apex Global Logistics,CUST_1502,billing@apexgloballogistics.com,5954.82,1071.87,INR,INV-882354,PAID
INV_TXN00090,ORD_914571,2026-08-03,2026-09-02,Quantum Cloud Systems,CUST_1861,billing@quantumcloudsystems.com,19229.81,3461.37,INR,INV-265056,PAID
INV_TXN00142,ORD_639995,2026-08-13,2026-09-12,Pinnacle Food Products,CUST_2739,accounts@pinnaclefoodproducts.com,3175.64,571.62,INR,INV-688933,PAID
INV_TXN00151,ORD_234913,2026-08-03,2026-09-02,Titanium Infrastructure,CUST_7453,accounts@titaniuminfrastructure.com,8154.08,1467.73,INR,INV-201377,PAID
INV_TXN00122,ORD_480959,2026-08-16,2026-09-15,Acme Technologies,CUST_3621,accounts@acmetechnologies.com,2285.02,411.3,INR,INV-638009,PAID
INV_TXN00046,ORD_697530,2026-08-12,2026-09-11,Aegis Security Solutions,CUST_1470,billing@aegissecuritysolutions.com,7569.47,1362.5,INR,INV-992288,PAID
INV_TXN00115,ORD_640418,2026-08-07,2026-09-06,Aegis Security Solutions,CUST_9897,accounts@aegissecuritysolutions.com,3279.82,590.37,INR,INV-517568,PAID
INV_TXN00153,ORD_434002,2026-08-19,2026-09-18,Innovate Digital Labs,CUST_1272,finance@innovatedigitallabs.com,60248.89,10844.8,INR,INV/631958,PAID
INV_TXN00126,ORD_871411,2026-08-16,2026-09-15,Crestview Real Estate,CUST_9176,accounts@crestviewrealestate.com,4482.89,806.92,INR,INV-295085,PAID
INV_TXN00231,ORD_718213,2026-08-09,2026-09-08,Titanium Infrastructure,CUST_2380,billing@titaniuminfrastructure.com,2527.54,454.96,INR,INV-550246,PAID
INV_TXN00062,ORD_982277,2026-08-10,2026-09-09,Zenith Financial Services,CUST_8560,billing@zenithfinancialservices.com,57361.92,10325.15,INR,INV-779172,PAID
INV_TXN00216,ORD_223088,2026-08-21,2026-09-20,Silverline Chemicals,CUST_3719,billing@silverlinechemicals.com,10805.93,1945.07,INR,INV-822608,CANCELLED
INV_TXN00175,ORD_313214,2026-08-02,2026-09-01,Metro Mobility Cabs,CUST_4555,finance@metromobilitycabs.com,9272.06,1668.97,INR,INV/381502,PAID
INV_TXN00032,ORD_324082,2026-08-11,2026-09-10,Apex Global Logistics,CUST_3780,billing@apexgloballogistics.com,9677.64,1741.98,INR,INV-397571,PAID
INV_TXN00163,ORD_695361,2026-08-04,2026-09-03,Innovate Digital Labs,CUST_8822,finance@innovatedigitallabs.com,6312.08,1136.17,INR,INV/640310,PAID
INV_TXN00102,ORD_425301,2026-08-05,2026-09-04,Paramount Consulting Group,CUST_2388,billing@paramountconsultinggroup.com,11979.1,2156.24,INR,INV-686072,PAID
INV_TXN00222,ORD_831160,2026-08-11,2026-09-10,Vortex Manufacturing,CUST_6533,billing@vortexmanufacturing.com,57050.77,10269.14,INR,INV-550513,CANCELLED
INV_TXN00119,ORD_671971,2026-08-12,2026-09-11,Zenith Financial Services,CUST_6262,accounts@zenithfinancialservices.com,1720.62,309.71,INR,INV-408036,PAID
INV_TXN00095,ORD_748151,2026-08-03,2026-09-02,Zenith Financial Services,CUST_8155,billing@zenithfinancialservices.com,6306.52,1135.17,INR,INV-355135,PAID
INV_TXN00071,ORD_416797,2026-08-10,2026-09-09,BlueWave Maritime,CUST_4886,billing@bluewavemaritime.com,4790.15,862.23,INR,INV-699704,PAID
INV_TXN00051,ORD_701949,2026-08-16,2026-09-15,Omni Retail Ventures,CUST_8843,billing@omniretailventures.com,1244.96,224.09,INR,INV-457256,PAID
INV_TXN00181,ORD_668471,2026-08-02,2026-09-01,Crestview Real Estate,CUST_1104,finance@crestviewrealestate.com,21318.08,3837.25,INR,INV-135466,PAID
INV_TXN00093,ORD_284229,2026-08-12,2026-09-11,Horizon Healthcare,CUST_9725,billing@horizonhealthcare.com,10186.7,1833.61,INR,INV-624563,PAID
INV_TXN00013,ORD_842225,2026-08-08,2026-09-07,Apex Global Logistics,CUST_4750,billing@apexgloballogistics.com,21022.87,3784.12,INR,INV-132938,PAID
INV_TXN00117,ORD_295892,2026-08-12,2026-09-11,Titanium Infrastructure,CUST_9151,accounts@titaniuminfrastructure.com,9318.79,1677.38,INR,INV-620306,PAID
INV_TXN00009,ORD_680099,2026-08-04,2026-09-03,Metro Mobility Cabs,CUST_2876,billing@metromobilitycabs.com,9793.95,1762.91,INR,INV-887352,PAID
INV_TXN00064,ORD_396578,2026-08-18,2026-09-17,Quantum Cloud Systems,CUST_9022,billing@quantumcloudsystems.com,5504.3,990.77,INR,INV-568238,PAID
INV_TXN00232,ORD_730193,2026-08-07,2026-09-06,Acme Technologies,CUST_9348,billing@acmetechnologies.com,89445.31,16100.16,INR,INV-989079,PAID
INV_TXN00052,ORD_760021,2026-08-08,2026-09-07,Quantum Cloud Systems,CUST_3485,billing@quantumcloudsystems.com,4905.61,883.01,INR,INV-950544,PAID
INV_TXN00050,ORD_478411,2026-08-18,2026-09-17,Metro Mobility Cabs,CUST_1231,billing@metromobilitycabs.com,14627.28,2632.91,INR,INV-232731,PAID
INV_TXN00045,ORD_664315,2026-08-08,2026-09-07,Summit Telecom,CUST_8616,billing@summittelecom.com,37813.62,6806.45,INR,INV-965845,PAID
INV_TXN00008,ORD_245051,2026-08-14,2026-09-13,Nexus Retail Solutions,CUST_2489,billing@nexusretailsolutions.com,2819.74,507.55,INR,INV-214975,PAID
INV_TXN00146,ORD_124302,2026-08-07,2026-09-06,Crestview Real Estate,CUST_7442,accounts@crestviewrealestate.com,5115.08,920.71,INR,INV-194423,PAID
INV_TXN00135,ORD_971776,2026-08-06,2026-09-05,Quantum Cloud Systems,CUST_9488,accounts@quantumcloudsystems.com,3737.12,672.68,INR,INV-230192,PAID
INV_TXN00200,ORD_825309,2026-08-06,2026-09-05,Zenith Financial Services,CUST_1725,billing@zenithfinancialservices.com,10138.06,1824.85,INR,INV-906306,PAID
INV_TXN00035,ORD_940346,2026-08-17,2026-09-16,Solaris Energy Corp,CUST_8373,billing@solarisenergycorp.com,9746.09,1754.3,INR,INV-888295,PAID
INV_TXN00104,ORD_748052,2026-08-06,2026-09-05,Starlight Media Works,CUST_3658,billing@starlightmediaworks.com,68102.94,12258.53,INR,INV-971728,PAID
INV_TXN00130,ORD_992717,2026-08-04,2026-09-03,Titanium Infrastructure,CUST_3852,accounts@titaniuminfrastructure.com,5578.8,1004.18,INR,INV-265156,PAID
INV_TXN00182,ORD_761338,2026-08-02,2026-09-01,Quantum Cloud Systems,CUST_8916,finance@quantumcloudsystems.com,7112.14,1280.19,INR,INV-109585,PAID
INV_TXN00080,ORD_315173,2026-08-05,2026-09-04,Quantum Cloud Systems,CUST_6383,billing@quantumcloudsystems.com,101134.22,18204.16,INR,INV-926952,PAID
INV_TXN00017,ORD_520521,2026-08-15,2026-09-14,BlueWave Maritime,CUST_3697,billing@bluewavemaritime.com,206081.22,37094.62,INR,INV-102260,PAID
INV_TXN00041,ORD_309044,2026-08-07,2026-09-06,Horizon Healthcare,CUST_3496,billing@horizonhealthcare.com,2158.65,388.56,INR,INV-232352,PAID
INV_TXN00207,ORD_325230,2026-08-06,2026-09-05,Apex Global Logistics,CUST_6340,billing@apexgloballogistics.com,13143.7,2365.87,INR,INV-705393,PAID
INV_TXN00132,ORD_741674,2026-08-02,2026-09-01,Paramount Consulting Group,CUST_2077,accounts@paramountconsultinggroup.com,4583.44,825.02,INR,INV-190403,PAID
INV_TXN00015,ORD_156802,2026-08-07,2026-09-06,Pinnacle Food Products,CUST_7596,billing@pinnaclefoodproducts.com,36135.79,6504.44,INR,INV-939482,PAID
INV_TXN00238,ORD_558737,2026-08-15,2026-09-14,Nexus Retail Solutions,CUST_1901,billing@nexusretailsolutions.com,6800.01,1224.0,INR,INV-356355,PAID
INV_TXN00096,ORD_276299,2026-08-12,2026-09-11,Crestview Real Estate,CUST_2868,billing@crestviewrealestate.com,11755.31,2115.96,INR,INV-634723,PAID
INV_TXN00229,ORD_810029,2026-08-15,2026-09-14,Crestview Real Estate,CUST_4490,billing@crestviewrealestate.com,9925.29,1786.55,INR,INV-690653,CANCELLED
INV_TXN00133,ORD_432427,2026-08-06,2026-09-05,Omni Retail Ventures,CUST_2215,accounts@omniretailventures.com,5192.5,934.65,INR,INV-773540,PAID
INV_TXN00195,ORD_478666,2026-08-11,2026-09-10,Zenith Financial Services,CUST_7224,billing@zenithfinancialservices.com,14257.94,2566.43,INR,INV-242071,PAID
INV_TXN00125,ORD_517368,2026-08-16,2026-09-15,Horizon Healthcare,CUST_5566,accounts@horizonhealthcare.com,9644.68,1736.04,INR,INV-429657,PAID
INV_TXN00190,ORD_906360,2026-08-12,2026-09-11,Solaris Energy Corp,CUST_7150,billing@solarisenergycorp.com,296241.38,53323.45,INR,INV-921609,PAID
INV_TXN00105,ORD_349068,2026-08-16,2026-09-15,Omni Retail Ventures,CUST_5668,billing@omniretailventures.com,4987.28,897.71,INR,INV-345369,PAID
INV_TXN00217,ORD_922974,2026-08-11,2026-09-10,Titanium Infrastructure,CUST_5794,billing@titaniuminfrastructure.com,8312.14,1496.19,INR,INV-658136,PAID
INV_TXN00055,ORD_344762,2026-08-09,2026-09-08,Summit Telecom,CUST_4241,billing@summittelecom.com,9890.7,1780.33,INR,INV-220351,PAID
INV_TXN00251,ORD_695403,2026-08-13,2026-09-12,Quantum Cloud Systems,CUST_6345,billing@quantumcloudsystems.com,12838.25,2310.88,INR,INV-348273,PAID
INV_TXN00049,ORD_341736,2026-08-16,2026-09-15,Metro Mobility Cabs,CUST_2958,billing@metromobilitycabs.com,31280.98,5630.58,INR,INV-899213,PAID
INV_TXN00023,ORD_987204,2026-08-21,2026-09-20,Solaris Energy Corp,CUST_7939,billing@solarisenergycorp.com,11681.23,2102.62,INR,INV-146228,PAID
INV_TXN00166,ORD_813390,2026-08-17,2026-09-16,Omni Retail Ventures,CUST_9792,finance@omniretailventures.com,12517.22,2253.1,INR,INV/691573,PAID
INV_TXN00155,ORD_856215,2026-08-01,2026-08-31,Quantum Cloud Systems,CUST_7861,finance@quantumcloudsystems.com,143958.21,25912.48,INR,INV/700383,PAID
INV_TXN00107,ORD_900185,2026-08-08,2026-09-07,Crestview Real Estate,CUST_8361,billing@crestviewrealestate.com,22795.65,4103.22,INR,INV-254506,PAID
INV_TXN00187,ORD_999636,2026-08-19,2026-09-18,Crestview Real Estate,CUST_8790,finance@crestviewrealestate.com,13568.46,2442.32,INR,INV-144618,PAID
INV_TXN00069,ORD_356059,2026-08-20,2026-09-19,Starlight Media Works,CUST_3950,billing@starlightmediaworks.com,13127.17,2362.89,INR,INV-283573,PAID
INV_TXN00083,ORD_988456,2026-08-03,2026-09-02,Aegis Security Solutions,CUST_2768,billing@aegissecuritysolutions.com,129396.29,23291.33,INR,INV-847006,PAID
INV_TXN00218,ORD_380329,2026-08-09,2026-09-08,Quantum Cloud Systems,CUST_3078,billing@quantumcloudsystems.com,93095.34,16757.16,INR,INV-886530,PAID
INV_TXN00199,ORD_364955,2026-08-19,2026-09-18,BlueWave Maritime,CUST_7566,billing@bluewavemaritime.com,9170.04,1650.61,INR,INV-177558,PAID
INV_TXN00114,ORD_145934,2026-08-07,2026-09-06,Nexus Retail Solutions,CUST_4268,accounts@nexusretailsolutions.com,3840.36,691.26,INR,INV-929538,PAID
INV_TXN00191,ORD_792764,2026-08-05,2026-09-04,Solaris Energy Corp,CUST_7383,billing@solarisenergycorp.com,11866.41,2135.95,INR,INV-261712,PAID
